#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000297002_00486	61647.LG71_01445	1.27e-79	250.0	COG2264@1|root,COG2264@2|Bacteria,1MUPC@1224|Proteobacteria,1RNAR@1236|Gammaproteobacteria	1236|Gammaproteobacteria	J	Ribosomal protein L11 methyltransferase	prmA	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006479,GO:0006480,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008213,GO:0008276,GO:0008757,GO:0009987,GO:0016278,GO:0016279,GO:0016740,GO:0016741,GO:0018011,GO:0018012,GO:0018022,GO:0018023,GO:0018193,GO:0018194,GO:0018205,GO:0019538,GO:0031365,GO:0032259,GO:0036211,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0140096,GO:1901564	-	ko:K02687	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	PrmA
MGYG000297002_00518	713587.THITH_17505	5.56e-28	102.0	COG0759@1|root,COG0759@2|Bacteria,1N6U4@1224|Proteobacteria,1SCG6@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Could be involved in insertion of integral membrane proteins into the membrane	yidD	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008104,GO:0008150,GO:0008565,GO:0009987,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0016043,GO:0031224,GO:0031226,GO:0032977,GO:0033036,GO:0034613,GO:0042886,GO:0044425,GO:0044459,GO:0044464,GO:0045184,GO:0051179,GO:0051205,GO:0051234,GO:0051641,GO:0061024,GO:0070727,GO:0071702,GO:0071705,GO:0071840,GO:0071944,GO:0072657,GO:0090150	-	ko:K08998	-	-	-	-	ko00000	-	-	-	Haemolytic
MGYG000297002_00550	1198232.CYCME_2138	1.27e-35	125.0	COG0607@1|root,COG0607@2|Bacteria,1PH28@1224|Proteobacteria,1SWJ9@1236|Gammaproteobacteria,461CK@72273|Thiotrichales	72273|Thiotrichales	P	Rhodanese Homology Domain	-	-	-	-	-	-	-	-	-	-	-	-	Rhodanese
MGYG000297002_00584	413404.Rmag_0961	5e-129	376.0	COG1131@1|root,COG1131@2|Bacteria,1MUW7@1224|Proteobacteria,1RMC5@1236|Gammaproteobacteria,1J4MD@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	V	COG1131 ABC-type multidrug transport system, ATPase component	yadG	GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0009314,GO:0009628,GO:0010165,GO:0010212,GO:0016020,GO:0044464,GO:0050896,GO:0071944	-	ko:K01990	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran,DUF4162
MGYG000297002_00616	1121935.AQXX01000092_gene3384	2.33e-278	794.0	COG4631@1|root,COG4631@2|Bacteria,1NQSR@1224|Proteobacteria,1T1HI@1236|Gammaproteobacteria,1XIIS@135619|Oceanospirillales	135619|Oceanospirillales	F	Xanthine dehydrogenase	xdhB	-	1.17.1.4	ko:K13482	ko00230,ko01100,ko01120,map00230,map01100,map01120	M00546	R01768,R02103	RC00143	ko00000,ko00001,ko00002,ko01000	-	-	-	Ald_Xan_dh_C,Ald_Xan_dh_C2
MGYG000297002_01013	488538.SAR116_1390	4.28e-127	386.0	COG4176@1|root,COG4176@2|Bacteria,1MUM4@1224|Proteobacteria,2TRF1@28211|Alphaproteobacteria,4BPC3@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	P	PFAM Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K02001	ko02010,map02010	M00208	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.12	-	-	BPD_transp_1
MGYG000297002_00795	279714.FuraDRAFT_1644	4.44e-78	247.0	COG1853@1|root,COG1853@2|Bacteria,1RGYM@1224|Proteobacteria,2VXJR@28216|Betaproteobacteria,2KU0Y@206351|Neisseriales	206351|Neisseriales	S	Flavin reductase like domain	-	-	-	-	-	-	-	-	-	-	-	-	Flavin_Reduct
MGYG000297002_00827	768066.HELO_3135	8.07e-73	232.0	COG3217@1|root,COG3217@2|Bacteria,1MXN2@1224|Proteobacteria,1RMN7@1236|Gammaproteobacteria,1XJM0@135619|Oceanospirillales	135619|Oceanospirillales	C	Molybdenum cofactor sulfurase	-	-	-	ko:K07140	-	-	-	-	ko00000	-	-	-	FAD_binding_6,Fer2,MOSC,MOSC_N,NAD_binding_1
MGYG000297002_00859	412965.COSY_0617	5.24e-42	141.0	COG3536@1|root,COG3536@2|Bacteria,1MZ5M@1224|Proteobacteria,1S8TB@1236|Gammaproteobacteria,1J6I8@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	H	protein conserved in bacteria	-	-	5.3.1.16	ko:K01814	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R04640	RC00945	ko00000,ko00001,ko00002,ko01000	-	-	-	DUF971,ThiS
MGYG000297002_00891	1265502.KB905951_gene833	1.31e-48	159.0	COG3631@1|root,COG3631@2|Bacteria,1RHRD@1224|Proteobacteria,2VSXM@28216|Betaproteobacteria,4AENZ@80864|Comamonadaceae	28216|Betaproteobacteria	S	SnoaL-like domain	-	-	-	-	-	-	-	-	-	-	-	-	SnoaL_2
MGYG000297002_00959	413404.Rmag_0059	2.95e-125	365.0	COG0313@1|root,COG0313@2|Bacteria,1MU0E@1224|Proteobacteria,1RM7U@1236|Gammaproteobacteria,1J4HG@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	H	Catalyzes the 2'-O-methylation of the ribose of cytidine 1402 (C1402) in 16S rRNA	rsmI	GO:0000154,GO:0000451,GO:0000453,GO:0001510,GO:0003674,GO:0003824,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008171,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016434,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0070677,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360	2.1.1.198	ko:K07056	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	TP_methylase
MGYG000297002_00996	413404.Rmag_0324	4.34e-45	149.0	COG1393@1|root,COG1393@2|Bacteria,1MZ4Z@1224|Proteobacteria,1S8XH@1236|Gammaproteobacteria,1J6QP@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	C	COG1393 Arsenate reductase and related proteins, glutaredoxin family	arsC	-	1.20.4.1	ko:K00537	-	-	-	-	ko00000,ko01000	-	-	-	ArsC,PGM_PMM_IV
MGYG000297002_01028	1565314.OA34_09130	2.11e-142	417.0	COG4597@1|root,COG4597@2|Bacteria,1MV0S@1224|Proteobacteria,42NSB@68525|delta/epsilon subdivisions,2YNCW@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	P	acid ABC transporter permease	-	-	-	ko:K09970	ko02010,map02010	M00232	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.3.18,3.A.1.3.7,3.A.1.3.8	-	-	BPD_transp_1
MGYG000297002_01060	413404.Rmag_0639	1.11e-125	372.0	COG0628@1|root,COG0628@2|Bacteria,1MVX7@1224|Proteobacteria,1RN5Z@1236|Gammaproteobacteria,1JB1V@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	S	AI-2E family transporter	VP2476	-	-	-	-	-	-	-	-	-	-	-	AI-2E_transport
MGYG000297002_01124	1123399.AQVE01000002_gene2398	3.09e-168	475.0	COG3246@1|root,COG3246@2|Bacteria,1MZTP@1224|Proteobacteria,1RRUP@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	quinone reductase	cdhC	-	-	-	-	-	-	-	-	-	-	-	BKACE
MGYG000297002_01224	412965.COSY_0829	2.51e-51	165.0	COG0509@1|root,COG0509@2|Bacteria,1RGV7@1224|Proteobacteria,1S656@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	The glycine cleavage system catalyzes the degradation of glycine. The H protein shuttles the methylamine group of glycine from the P protein to the T protein	gcvH	GO:0003674,GO:0003824,GO:0006082,GO:0006520,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0071704,GO:1901564	-	ko:K02437	ko00260,ko00630,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map01100,map01110,map01130,map01200	M00532	R01221	RC00022,RC02834	ko00000,ko00001,ko00002	-	-	-	GCV_H
MGYG000297002_01321	413404.Rmag_0836	4.08e-84	257.0	COG0596@1|root,COG0596@2|Bacteria,1QUBR@1224|Proteobacteria,1RSF9@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	The physiological role of BioH is to remove the methyl group introduced by BioC when the pimeloyl moiety is complete. It allows to synthesize pimeloyl-ACP via the fatty acid synthetic pathway through the hydrolysis of the ester bonds of pimeloyl-ACP esters	bioH	GO:0003674,GO:0003824,GO:0006082,GO:0006732,GO:0006766,GO:0006767,GO:0006768,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009102,GO:0009108,GO:0009110,GO:0009987,GO:0016053,GO:0016787,GO:0016788,GO:0017144,GO:0018130,GO:0019752,GO:0032787,GO:0034641,GO:0042364,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0046394,GO:0046483,GO:0051186,GO:0051188,GO:0052689,GO:0071704,GO:0072330,GO:0090499,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	3.1.1.85	ko:K02170	ko00780,ko01100,map00780,map01100	M00572	R09725	RC00460,RC00461	ko00000,ko00001,ko00002,ko01000	-	-	iBWG_1329.BWG_3103,iECBD_1354.ECBD_0333,iECDH10B_1368.ECDH10B_3587,iECDH1ME8569_1439.ECDH1ME8569_3291,iETEC_1333.ETEC_3662,iEcDH1_1363.EcDH1_0301,iJO1366.b3412,iY75_1357.Y75_RS20155	Abhydrolase_1,Abhydrolase_6
MGYG000297002_01386	413404.Rmag_0934	1.94e-133	389.0	COG0240@1|root,COG0240@2|Bacteria,1MUU3@1224|Proteobacteria,1RPQ7@1236|Gammaproteobacteria,1J4W3@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	I	Glycerol-3-phosphate dehydrogenase	gpsA	GO:0003674,GO:0003824,GO:0004367,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006072,GO:0006629,GO:0006644,GO:0006650,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009987,GO:0016491,GO:0016614,GO:0016616,GO:0019637,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044424,GO:0044444,GO:0044464,GO:0045017,GO:0046474,GO:0046486,GO:0047952,GO:0052646,GO:0055114,GO:0071704,GO:0090407,GO:1901135,GO:1901576	1.1.1.94	ko:K00057	ko00564,ko01110,map00564,map01110	-	R00842,R00844	RC00029	ko00000,ko00001,ko01000	-	-	iJN746.PP_4169,iSFV_1184.SFV_3923	Hexapep,NAD_Gly3P_dh_C,NAD_Gly3P_dh_N,SATase_N
MGYG000297002_01418	998674.ATTE01000001_gene3121	3.77e-126	366.0	COG5285@1|root,COG5285@2|Bacteria,1PF68@1224|Proteobacteria,1RYF8@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Q	Phytanoyl-CoA dioxygenase	-	-	-	-	-	-	-	-	-	-	-	-	PhyH
MGYG000297002_01450	413404.Rmag_0125	1.02e-206	583.0	COG0306@1|root,COG0306@2|Bacteria,1MVXK@1224|Proteobacteria,1RP0Q@1236|Gammaproteobacteria,1J4ST@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	P	COG0306 Phosphate sulphate permeases	pitA	GO:0003674,GO:0005215,GO:0005315,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006817,GO:0006820,GO:0008150,GO:0015291,GO:0015318,GO:0015698,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0035435,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944,GO:0098656,GO:0098660,GO:0098661	-	ko:K03306	-	-	-	-	ko00000	2.A.20	-	-	PHO4
MGYG000297002_01482	413404.Rmag_0374	1.51e-80	241.0	COG0328@1|root,COG0328@2|Bacteria,1RCZ1@1224|Proteobacteria,1S3YC@1236|Gammaproteobacteria,1J5Z7@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	L	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids	rnhA	GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004523,GO:0004540,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006273,GO:0006401,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0019439,GO:0022616,GO:0033567,GO:0034641,GO:0034645,GO:0034655,GO:0043137,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044270,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:1901360,GO:1901361,GO:1901575,GO:1901576	3.1.26.4	ko:K03469	ko03030,map03030	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	RNase_H
MGYG000297002_01515	44056.XP_009034819.1	9.02e-37	136.0	COG0235@1|root,KOG3699@2759|Eukaryota	2759|Eukaryota	G	actin binding	ADD1	GO:0000003,GO:0000212,GO:0000226,GO:0000228,GO:0000793,GO:0000794,GO:0000902,GO:0000904,GO:0001101,GO:0001701,GO:0001709,GO:0001894,GO:0002262,GO:0002376,GO:0002520,GO:0003006,GO:0003008,GO:0003013,GO:0003018,GO:0003674,GO:0003779,GO:0005080,GO:0005102,GO:0005198,GO:0005200,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005737,GO:0005829,GO:0005856,GO:0005886,GO:0005903,GO:0005911,GO:0005912,GO:0005913,GO:0005938,GO:0006807,GO:0006810,GO:0006811,GO:0006884,GO:0006928,GO:0006935,GO:0006950,GO:0006986,GO:0006996,GO:0007010,GO:0007015,GO:0007017,GO:0007049,GO:0007051,GO:0007098,GO:0007154,GO:0007155,GO:0007159,GO:0007165,GO:0007275,GO:0007276,GO:0007281,GO:0007282,GO:0007283,GO:0007292,GO:0007293,GO:0007294,GO:0007300,GO:0007301,GO:0007399,GO:0007409,GO:0007411,GO:0007525,GO:0007527,GO:0007610,GO:0007611,GO:0007613,GO:0007614,GO:0007616,GO:0008015,GO:0008064,GO:0008092,GO:0008134,GO:0008150,GO:0008152,GO:0008283,GO:0008290,GO:0008302,GO:0008356,GO:0008361,GO:0009605,GO:0009653,GO:0009790,GO:0009792,GO:0009987,GO:0009994,GO:0010033,GO:0010035,GO:0010038,GO:0010639,GO:0010720,GO:0010927,GO:0014069,GO:0015629,GO:0016020,GO:0016043,GO:0016477,GO:0016604,GO:0019229,GO:0019538,GO:0019725,GO:0019899,GO:0019900,GO:0019901,GO:0019953,GO:0020027,GO:0022008,GO:0022402,GO:0022412,GO:0022414,GO:0022603,GO:0022607,GO:0022610,GO:0023052,GO:0030029,GO:0030030,GO:0030036,GO:0030054,GO:0030097,GO:0030099,GO:0030100,GO:0030154,GO:0030182,GO:0030218,GO:0030239,GO:0030425,GO:0030507,GO:0030706,GO:0030716,GO:0030723,GO:0030724,GO:0030725,GO:0030832,GO:0030833,GO:0030834,GO:0030835,GO:0030837,GO:0030856,GO:0030858,GO:0030968,GO:0031023,GO:0031032,GO:0031175,GO:0031333,GO:0031410,GO:0031503,GO:0031974,GO:0031981,GO:0031982,GO:0032092,GO:0032271,GO:0032272,GO:0032279,GO:0032501,GO:0032502,GO:0032504,GO:0032526,GO:0032535,GO:0032879,GO:0032956,GO:0032970,GO:0032989,GO:0032990,GO:0032991,GO:0033043,GO:0033554,GO:0033993,GO:0034101,GO:0034620,GO:0034976,GO:0035150,GO:0035183,GO:0035264,GO:0035296,GO:0035324,GO:0035966,GO:0035967,GO:0036477,GO:0036498,GO:0040007,GO:0040011,GO:0042221,GO:0042330,GO:0042493,GO:0042592,GO:0042608,GO:0042692,GO:0042802,GO:0042803,GO:0042995,GO:0043005,GO:0043009,GO:0043062,GO:0043063,GO:0043170,GO:0043197,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043242,GO:0043244,GO:0043254,GO:0043393,GO:0043933,GO:0044057,GO:0044085,GO:0044087,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044309,GO:0044421,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044451,GO:0044456,GO:0044459,GO:0044463,GO:0044464,GO:0044703,GO:0044853,GO:0044877,GO:0045121,GO:0045123,GO:0045165,GO:0045169,GO:0045170,GO:0045171,GO:0045172,GO:0045202,GO:0045214,GO:0045478,GO:0045595,GO:0045597,GO:0045601,GO:0045603,GO:0045765,GO:0045766,GO:0045807,GO:0045907,GO:0046982,GO:0046983,GO:0048134,GO:0048135,GO:0048232,GO:0048468,GO:0048471,GO:0048477,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048534,GO:0048589,GO:0048609,GO:0048646,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0048870,GO:0048871,GO:0048872,GO:0048873,GO:0050789,GO:0050793,GO:0050794,GO:0050877,GO:0050880,GO:0050890,GO:0050896,GO:0050900,GO:0050901,GO:0051015,GO:0051016,GO:0051017,GO:0051049,GO:0051050,GO:0051094,GO:0051098,GO:0051099,GO:0051128,GO:0051129,GO:0051130,GO:0051146,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051301,GO:0051321,GO:0051493,GO:0051494,GO:0051592,GO:0051641,GO:0051668,GO:0051674,GO:0051693,GO:0051704,GO:0051716,GO:0055001,GO:0055002,GO:0055085,GO:0060249,GO:0060284,GO:0060627,GO:0061061,GO:0061564,GO:0061572,GO:0061756,GO:0065003,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070161,GO:0070887,GO:0070925,GO:0071229,GO:0071241,GO:0071248,GO:0071277,GO:0071300,GO:0071310,GO:0071396,GO:0071704,GO:0071840,GO:0071944,GO:0072499,GO:0090066,GO:0097120,GO:0097435,GO:0097447,GO:0097458,GO:0097485,GO:0097708,GO:0097746,GO:0098589,GO:0098590,GO:0098609,GO:0098794,GO:0098805,GO:0098857,GO:0098862,GO:0098984,GO:0099568,GO:0099572,GO:0110053,GO:0120025,GO:0120036,GO:0120038,GO:0120039,GO:1901342,GO:1901550,GO:1901552,GO:1901564,GO:1901700,GO:1901701,GO:1901879,GO:1901880,GO:1902903,GO:1902904,GO:1903046,GO:1903140,GO:1903142,GO:1903391,GO:1903393,GO:1903522,GO:1903524,GO:1904018,GO:2000026,GO:2000249	-	ko:K18622	-	-	-	-	ko00000,ko04812	-	-	-	7tm_1,Aldolase_II,Ank_2,Glutaredoxin,PH,RasGEF,Sec1
MGYG000297002_01618	1121918.ARWE01000001_gene2711	1.41e-192	560.0	COG0471@1|root,COG0471@2|Bacteria,1MU0K@1224|Proteobacteria,42MR7@68525|delta/epsilon subdivisions,2WIKA@28221|Deltaproteobacteria,43T1J@69541|Desulfuromonadales	28221|Deltaproteobacteria	P	Sodium:sulfate symporter transmembrane region	-	-	-	-	-	-	-	-	-	-	-	-	CitMHS,Na_sulph_symp,TrkA_C
MGYG000297002_01651	1123400.KB904746_gene1315	4.74e-111	338.0	COG0477@1|root,COG2814@2|Bacteria,1MW19@1224|Proteobacteria,1RMSZ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	EGP	Major facilitator superfamily	bcr	-	-	ko:K07552	-	-	-	-	ko00000,ko02000	2.A.1.2	-	-	Dyp_perox,MFS_1
MGYG000297002_00317	391626.OAN307_c43310	3.25e-142	408.0	COG0395@1|root,COG0395@2|Bacteria,1MWRG@1224|Proteobacteria,2U0EM@28211|Alphaproteobacteria	28211|Alphaproteobacteria	P	ABC-type sugar transport system, permease component	malG	-	-	ko:K02026	-	M00207	-	-	ko00000,ko00002,ko02000	3.A.1.1	-	-	BPD_transp_1
MGYG000297002_00392	413404.Rmag_0285	1.96e-118	348.0	COG0805@1|root,COG0805@2|Bacteria,1MVAY@1224|Proteobacteria,1RPRN@1236|Gammaproteobacteria,1J4ZF@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	U	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. Together with TatB, TatC is part of a receptor directly interacting with Tat signal peptides	tatC	GO:0003674,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0008320,GO:0008565,GO:0009314,GO:0009628,GO:0009977,GO:0015031,GO:0015291,GO:0015399,GO:0015405,GO:0015450,GO:0015833,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022884,GO:0031224,GO:0031226,GO:0032991,GO:0033036,GO:0033281,GO:0034613,GO:0042802,GO:0042886,GO:0042887,GO:0043953,GO:0044425,GO:0044459,GO:0044464,GO:0045184,GO:0046907,GO:0050896,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055085,GO:0065002,GO:0070727,GO:0071702,GO:0071705,GO:0071806,GO:0071944,GO:0098796,GO:0098797,GO:1904680	-	ko:K03118	ko03060,ko03070,map03060,map03070	M00336	-	-	ko00000,ko00001,ko00002,ko02044	2.A.64	-	-	TatC
MGYG000297002_00457	413404.Rmag_0852	3.43e-15	75.1	COG1018@1|root,COG1018@2|Bacteria	2|Bacteria	C	nitric oxide dioxygenase activity	poxF	-	1.17.1.1	ko:K00523	ko00520,map00520	-	R03391,R03392	RC00230	ko00000,ko00001,ko01000	-	-	-	FAD_binding_6,Fer4,Fer4_10,Fer4_5,Fer4_7,Fer4_9,NAD_binding_1
MGYG000297002_00489	237368.SCABRO_00809	1.57e-12	63.5	COG2336@1|root,COG2336@2|Bacteria	2|Bacteria	T	PFAM SpoVT AbrB	mazE	-	-	ko:K07172,ko:K18842	-	-	-	-	ko00000,ko02048	-	-	-	MazE_antitoxin
MGYG000297002_00521	413404.Rmag_0684	1.22e-149	432.0	COG0111@1|root,COG0111@2|Bacteria,1N5TD@1224|Proteobacteria,1RMFW@1236|Gammaproteobacteria,1J5AN@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	H	Catalyzes the oxidation of erythronate-4-phosphate to 3- hydroxy-2-oxo-4-phosphonooxybutanoate	pdxB	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006725,GO:0006732,GO:0006766,GO:0006767,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008614,GO:0008615,GO:0009058,GO:0009108,GO:0009110,GO:0009987,GO:0016491,GO:0016614,GO:0016616,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0033711,GO:0034641,GO:0036001,GO:0036094,GO:0042364,GO:0042816,GO:0042819,GO:0042822,GO:0042823,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046184,GO:0046483,GO:0048037,GO:0050662,GO:0051186,GO:0051188,GO:0051287,GO:0055114,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:0097159,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617	1.1.1.290	ko:K03473	ko00750,ko01100,map00750,map01100	M00124	R04210	RC00084	ko00000,ko00001,ko00002,ko01000	-	-	iZ_1308.Z3582	2-Hacid_dh,2-Hacid_dh_C,DUF3410
MGYG000297002_00553	413404.Rmag_0662	1.48e-69	219.0	COG1214@1|root,COG1214@2|Bacteria,1MXPH@1224|Proteobacteria,1RPYX@1236|Gammaproteobacteria,1J669@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	O	COG1214 Inactive homolog of metal-dependent proteases	yeaZ	GO:0002949,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006508,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0019538,GO:0034470,GO:0034641,GO:0034660,GO:0042802,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0070011,GO:0070525,GO:0071704,GO:0090304,GO:0140096,GO:1901360,GO:1901564	-	ko:K14742	-	-	-	-	ko00000,ko03016	-	-	-	Peptidase_M22
MGYG000297002_00587	412965.COSY_0865	1.25e-76	236.0	COG2518@1|root,COG2518@2|Bacteria,1RD6S@1224|Proteobacteria,1S0KH@1236|Gammaproteobacteria	1236|Gammaproteobacteria	O	O-Methyltransferase	pcm	-	2.1.1.77	ko:K00573	-	-	-	-	ko00000,ko01000	-	-	-	PCMT
MGYG000297002_00619	1101190.ARWB01000001_gene3822	2.88e-134	394.0	COG4603@1|root,COG4603@2|Bacteria,1MX6V@1224|Proteobacteria,2TUGD@28211|Alphaproteobacteria,36Y2A@31993|Methylocystaceae	28211|Alphaproteobacteria	S	Branched-chain amino acid transport system / permease component	-	-	-	ko:K02057	-	M00221	-	-	ko00000,ko00002,ko02000	3.A.1.2	-	-	BPD_transp_2
