contig	module_accession	completeness	pathway_name	pathway_class	matching_ko	missing_ko
ERZ8153470.804-NODE-804-length-20120-cov-5.806479	M00845	14.29	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K01755	K01940,K09065,K01438,K00821,K00145,K22478
ERZ8153470.807-NODE-807-length-20052-cov-6.315547	M00530	25.0	Dissimilatory nitrate reduction, nitrate => ammonia	Pathway modules; Energy metabolism; Nitrogen metabolism	K03385	K15876,K00374,K00370,K00371
ERZ8153470.807-NODE-807-length-20052-cov-6.315547	M00096	12.5	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	K01662	K03527,K00991,K01823,K00919,K01770,K03526,K00099
ERZ8153470.808-NODE-808-length-20029-cov-8.428707	M00166	25.0	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	Pathway modules; Energy metabolism; Carbon fixation	K00134	K00927,K00855,K01601
ERZ8153470.808-NODE-808-length-20029-cov-8.428707	M00854	25.0	Glycogen biosynthesis, glucose-1P => glycogen/starch	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00703	K00975,K00700
ERZ8153470.808-NODE-808-length-20029-cov-8.428707	M00552	20.0	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00134	K00927,K01684,K00883,K01631
ERZ8153470.808-NODE-808-length-20029-cov-8.428707	M00565	16.67	Trehalose biosynthesis, D-glucose 1P => trehalose	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00703	K06044,K00975,K01214,K01236,K00700
ERZ8153470.808-NODE-808-length-20029-cov-8.428707	M00003	14.29	Gluconeogenesis, oxaloacetate => fructose-6P	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00134	K00927,K01623,K01596,K01803,K01689,K01834,K03841
ERZ8153470.808-NODE-808-length-20029-cov-8.428707	M00096	12.5	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	K01662	K03527,K00991,K01823,K00919,K01770,K03526,K00099
ERZ8153470.808-NODE-808-length-20029-cov-8.428707	M00308	12.5	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00134	K00927,K01625,K05308,K00874
ERZ8153470.808-NODE-808-length-20029-cov-8.428707	M00002	10.0	Glycolysis, core module involving three-carbon compounds	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00134	K00927,K01803,K01689,K01834,K00873
ERZ8153470.808-NODE-808-length-20029-cov-8.428707	M00165	9.09	Reductive pentose phosphate cycle (Calvin cycle)	Pathway modules; Energy metabolism; Carbon fixation	K00134	K00927,K00855,K01807,K01623,K01601,K00615,K01100,K03841
ERZ8153470.808-NODE-808-length-20029-cov-8.428707	M00001	5.56	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00134	K00927,K01810,K00844,K01803,K00850,K01689,K00873,K01623,K01834
ERZ8153470.809-NODE-809-length-20001-cov-53.635215	M00081	33.33	Pectin degradation	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01051	K01213,K01184
ERZ8153470.809-NODE-809-length-20001-cov-53.635215	M00846	14.29	Siroheme biosynthesis, glutamate => siroheme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01885	K01698,K02492,K01749,K01719,K01845,K02302
ERZ8153470.809-NODE-809-length-20001-cov-53.635215	M00121	10.0	Heme biosynthesis, plants and bacteria, glutamate => heme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01885	K01599,K01698,K02492,K01772,K01749,K00228,K00230,K01719,K01845
ERZ8153470.810-NODE-810-length-19997-cov-18.251178	M00120	33.33	Coenzyme A biosynthesis, pantothenate => CoA	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K03525	K01922,K02318,K01598
ERZ8153470.810-NODE-810-length-19997-cov-18.251178	M00124	16.67	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00097	K00275,K03472,K03474,K00831,K03473
ERZ8153470.811-NODE-811-length-19982-cov-55.002007	M00844	66.67	Arginine biosynthesis, ornithine => arginine	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K01940,K01755	K00611
ERZ8153470.811-NODE-811-length-19982-cov-55.002007	M00845	42.86	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K01940,K00145,K01755	K00821,K22478,K09065,K01438
ERZ8153470.811-NODE-811-length-19982-cov-55.002007	M00029	40.0	Urea cycle	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K01940,K01755	K00611,K01948,K01476
ERZ8153470.811-NODE-811-length-19982-cov-55.002007	M00119	33.33	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00826	K00606,K00077
ERZ8153470.811-NODE-811-length-19982-cov-55.002007	M00019	25.0	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	Pathway modules; Amino acid metabolism; Branched-chain amino acid metabolism	K00826	K01687,K01653,K00053,K01652
ERZ8153470.811-NODE-811-length-19982-cov-55.002007	M00570	20.0	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Pathway modules; Amino acid metabolism; Branched-chain amino acid metabolism	K00826	K01687,K01652,K01653,K00053,K17989
ERZ8153470.811-NODE-811-length-19982-cov-55.002007	M00036	16.67	Leucine degradation, leucine => acetoacetate + acetyl-CoA	Pathway modules; Amino acid metabolism; Branched-chain amino acid metabolism	K00826	K00382,K00253,K01640,K00167,K05607,K00166,K09699,K01968,K01969
ERZ8153470.811-NODE-811-length-19982-cov-55.002007	M00028	12.5	Ornithine biosynthesis, glutamate => ornithine	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K00145	K00930,K00818,K01438,K00618
ERZ8153470.814-NODE-814-length-19899-cov-18.893771	M00579	100.0	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	Pathway modules; Energy metabolism; Carbon fixation	K00925,K00625	
ERZ8153470.814-NODE-814-length-19899-cov-18.893771	M00052	33.33	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	K09903	K00940,K01937
ERZ8153470.814-NODE-814-length-19899-cov-18.893771	M00357	20.0	Methanogenesis, acetate => methane	Pathway modules; Energy metabolism; Methane metabolism	K00925,K00625	K00194,K00578,K00402,K00581,K00399,K22482,K00197,K00584,K00579,K00401,K22480,K00577,K00580,K00193,K22481
ERZ8153470.814-NODE-814-length-19899-cov-18.893771	M00126	10.0	Tetrahydrofolate biosynthesis, GTP => THF	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00796	K11754,K01495,K13940,K00287,K01077
ERZ8153470.815-NODE-815-length-19851-cov-6.091534	M00150	25.0	Fumarate reductase, prokaryotes	Pathway modules; Energy metabolism; ATP synthesis	K00244	K00246,K00245,K00247
ERZ8153470.815-NODE-815-length-19851-cov-6.091534	M00011	6.67	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00244	K00382,K01676,K01903,K00658,K00026,K01902,K00164,K00245,K00246
ERZ8153470.815-NODE-815-length-19851-cov-6.091534	M00173	5.0	Reductive citrate cycle (Arnon-Buchanan cycle)	Pathway modules; Energy metabolism; Carbon fixation	K00244	K15231,K00171,K00175,K00172,K00170,K00169,K01007,K00174,K01676,K00031,K01903,K01595,K00024,K01902,K00245,K01681,K15230
ERZ8153470.815-NODE-815-length-19851-cov-6.091534	M00009	4.17	Citrate cycle (TCA cycle, Krebs cycle)	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00244	K00382,K00031,K01903,K01676,K00658,K00026,K01647,K00164,K01902,K00245,K00246,K01681
ERZ8153470.816-NODE-816-length-19829-cov-58.966522	M00051	88.89	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	K01591,K01956,K00762,K17828,K01955,K01465	K00609,K00610
ERZ8153470.816-NODE-816-length-19829-cov-58.966522	M00021	50.0	Cysteine biosynthesis, serine => cysteine	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K00640	K01738
ERZ8153470.816-NODE-816-length-19829-cov-58.966522	M00126	20.0	Tetrahydrofolate biosynthesis, GTP => THF	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K11754	K13939,K01077,K00287,K01495
ERZ8153470.816-NODE-816-length-19829-cov-58.966522	M00841	20.0	Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K11754	K13941,K22101,K13998,K01495
ERZ8153470.817-NODE-817-length-19778-cov-4.487096	M00526	16.67	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K01714	K03340,K00133,K01586,K00928,K00215
ERZ8153470.817-NODE-817-length-19778-cov-4.487096	M00527	14.29	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K01714	K01778,K00133,K01586,K00928,K00215,K10206
ERZ8153470.817-NODE-817-length-19778-cov-4.487096	M00016	11.11	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K01714	K01439,K00928,K00674,K00821,K01778,K00133,K01586,K00215
ERZ8153470.817-NODE-817-length-19778-cov-4.487096	M00525	11.11	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K01714	K05823,K00841,K00928,K01778,K05822,K00133,K01586,K00215
ERZ8153470.819-NODE-819-length-19698-cov-3.877514	M00554	100.0	Nucleotide sugar biosynthesis, galactose => UDP-galactose	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00849,K00965	
ERZ8153470.819-NODE-819-length-19698-cov-3.877514	M00632	100.0	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01785,K00849,K00965,K01784	
ERZ8153470.819-NODE-819-length-19698-cov-3.877514	M00125	33.33	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K21064	K01498,K00082,K01497
ERZ8153470.819-NODE-819-length-19698-cov-3.877514	M00006	25.0	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K07404	K00036,K00033
ERZ8153470.819-NODE-819-length-19698-cov-3.877514	M00008	25.0	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K07404	K00036,K01625,K01690
ERZ8153470.819-NODE-819-length-19698-cov-3.877514	M00022	25.0	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism	K01626	K00891,K00014,K00800,K01735,K01736,K03785
ERZ8153470.819-NODE-819-length-19698-cov-3.877514	M00002	20.0	Glycolysis, core module involving three-carbon compounds	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01834	K00927,K00134,K01803,K01689,K00873
ERZ8153470.819-NODE-819-length-19698-cov-3.877514	M00115	20.0	NAD biosynthesis, aspartate => NAD	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K03517	K00969,K00278,K01916,K00767
ERZ8153470.819-NODE-819-length-19698-cov-3.877514	M00003	14.29	Gluconeogenesis, oxaloacetate => fructose-6P	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01834	K00927,K01623,K01596,K00134,K01803,K01689,K03841
ERZ8153470.819-NODE-819-length-19698-cov-3.877514	M00001	11.11	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01834	K00927,K01810,K00844,K01803,K00850,K01689,K00873,K01623,K00134
ERZ8153470.819-NODE-819-length-19698-cov-3.877514	M00004	7.14	Pentose phosphate pathway (Pentose phosphate cycle)	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K07404	K01807,K01810,K00033,K01783,K00036,K00615,K00616
ERZ8153470.820-NODE-820-length-19692-cov-31.362326	M00024	25.0	Phenylalanine biosynthesis, chorismate => phenylalanine	Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism	K06209	K00832,K01713
ERZ8153470.820-NODE-820-length-19692-cov-31.362326	M00025	25.0	Tyrosine biosynthesis, chorismate => tyrosine	Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism	K06209	K04517,K00832
ERZ8153470.820-NODE-820-length-19692-cov-31.362326	M00083	25.0	Fatty acid biosynthesis, elongation	Pathway modules; Lipid metabolism; Fatty acid metabolism	K00059	K00647,K00208,K02372
ERZ8153470.820-NODE-820-length-19692-cov-31.362326	M00018	20.0	Threonine biosynthesis, aspartate => homoserine => threonine	Pathway modules; Amino acid metabolism; Serine and threonine metabolism	K00003	K00133,K00928,K01733,K00872
ERZ8153470.820-NODE-820-length-19692-cov-31.362326	M00572	16.67	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00059	K02169,K00647,K00208,K02170,K02372
ERZ8153470.820-NODE-820-length-19692-cov-31.362326	M00874	16.67	Fatty acid biosynthesis in mitochondria, fungi	Pathway modules; Lipid metabolism; Fatty acid metabolism	K00059	K07512,K09458,K11262,K03955,K00645,K22541
ERZ8153470.820-NODE-820-length-19692-cov-31.362326	M00017	14.29	Methionine biosynthesis, apartate => homoserine => methionine	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K00003	K01739,K00548,K00133,K00651,K00928,K01760
ERZ8153470.820-NODE-820-length-19692-cov-31.362326	M00096	12.5	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	K00991	K03527,K01823,K00919,K01770,K03526,K01662,K00099
ERZ8153470.821-NODE-821-length-19623-cov-192.889513	M00086	100.0	beta-Oxidation, acyl-CoA synthesis	Pathway modules; Lipid metabolism; Fatty acid metabolism	K01897	
ERZ8153470.821-NODE-821-length-19623-cov-192.889513	M00126	20.0	Tetrahydrofolate biosynthesis, GTP => THF	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01077	K13939,K11754,K00287,K01495
ERZ8153470.822-NODE-822-length-19621-cov-46.407544	M00377	14.29	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Pathway modules; Energy metabolism; Carbon fixation	K00297	K00198,K00194,K01491,K01938,K15023,K05299,K14138,K00197
ERZ8153470.823-NODE-823-length-19621-cov-7.989267	M00169	50.0	CAM (Crassulacean acid metabolism), light	Pathway modules; Energy metabolism; Carbon fixation	K01006	K00029
ERZ8153470.823-NODE-823-length-19621-cov-7.989267	M00172	25.0	C4-dicarboxylic acid cycle, NADP - malic enzyme type	Pathway modules; Energy metabolism; Carbon fixation	K01006	K00051,K00029,K01595
ERZ8153470.823-NODE-823-length-19621-cov-7.989267	M00880	16.67	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K03750	K03637,K03639,K03831,K03635
ERZ8153470.823-NODE-823-length-19621-cov-7.989267	M00171	14.29	C4-dicarboxylic acid cycle, NAD - malic enzyme type	Pathway modules; Energy metabolism; Carbon fixation	K01006	K00025,K00814,K14454,K00028,K14455,K01595
ERZ8153470.823-NODE-823-length-19621-cov-7.989267	M00173	5.0	Reductive citrate cycle (Arnon-Buchanan cycle)	Pathway modules; Energy metabolism; Carbon fixation	K01006	K15231,K00171,K00175,K00172,K00170,K00169,K00174,K01676,K00031,K01903,K01595,K00024,K01902,K00240,K01681,K00239,K15230
ERZ8153470.824-NODE-824-length-19549-cov-116.474556	M00120	33.33	Coenzyme A biosynthesis, pantothenate => CoA	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K09680	K01922,K02318,K01598
ERZ8153470.825-NODE-825-length-19547-cov-4.190694	M00631	20.0	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00041	K01625,K01812,K00874,K01685
ERZ8153470.827-NODE-827-length-19541-cov-4.462229	M00641	50.0	Multidrug resistance, efflux pump MexEF-OprN	Signature modules; Gene set; Drug resistance	K18297	K18298,K18299
ERZ8153470.827-NODE-827-length-19541-cov-4.462229	M00698	50.0	Multidrug resistance, efflux pump BpeEF-OprC	Signature modules; Gene set; Drug resistance	K18900	K18902,K18903,K18901
ERZ8153470.827-NODE-827-length-19541-cov-4.462229	M00745	50.0	Imipenem resistance, repression of porin OprD	Signature modules; Gene set; Drug resistance	K18297	K18093
ERZ8153470.829-NODE-829-length-19464-cov-144.336699	M00096	12.5	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	K00919	K03527,K00991,K01823,K01770,K03526,K01662,K00099
ERZ8153470.831-NODE-831-length-19439-cov-14.007274	M00793	50.0	dTDP-L-rhamnose biosynthesis	Pathway modules; Biosynthesis of terpenoids and polyketides; Polyketide sugar unit biosynthesis	K01790,K00973	K01710,K00067
ERZ8153470.831-NODE-831-length-19439-cov-14.007274	M00003	7.14	Gluconeogenesis, oxaloacetate => fructose-6P	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K04041	K00927,K01623,K01596,K00134,K01803,K01689,K01834
ERZ8153470.832-NODE-832-length-19435-cov-10.271001	M00096	12.5	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	K00919	K03527,K00991,K01823,K01770,K03526,K01662,K00099
ERZ8153470.833-NODE-833-length-19430-cov-6.500284	M00096	12.5	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	K01662	K03527,K00991,K01823,K00919,K01770,K03526,K00099
ERZ8153470.837-NODE-837-length-19353-cov-7.910872	M00006	25.0	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K07404	K00036,K00033
ERZ8153470.837-NODE-837-length-19353-cov-7.910872	M00008	25.0	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K07404	K00036,K01625,K01690
ERZ8153470.837-NODE-837-length-19353-cov-7.910872	M00004	7.14	Pentose phosphate pathway (Pentose phosphate cycle)	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K07404	K01807,K01810,K00033,K01783,K00036,K00615,K00616
ERZ8153470.838-NODE-838-length-19340-cov-3.804719	M00020	33.33	Serine biosynthesis, glycerate-3P => serine	Pathway modules; Amino acid metabolism; Serine and threonine metabolism	K02203	K00058,K00831
ERZ8153470.838-NODE-838-length-19340-cov-3.804719	M00127	25.0	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K03154	K03148,K03151
ERZ8153470.838-NODE-838-length-19340-cov-3.804719	M00018	20.0	Threonine biosynthesis, aspartate => homoserine => threonine	Pathway modules; Amino acid metabolism; Serine and threonine metabolism	K02203	K01733,K00003,K00133,K00928
ERZ8153470.838-NODE-838-length-19340-cov-3.804719	M00004	14.29	Pentose phosphate pathway (Pentose phosphate cycle)	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01810	K01807,K13937,K00033,K01783,K00615,K00616
ERZ8153470.838-NODE-838-length-19340-cov-3.804719	M00001	11.11	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01810	K00927,K00844,K01803,K00850,K01689,K00873,K01623,K00134,K01834
ERZ8153470.838-NODE-838-length-19340-cov-3.804719	M00114	11.11	Ascorbate biosynthesis, plants, glucose-6P => ascorbate	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01810	K00225,K01809,K14190,K17497,K00966,K10046,K10047,K17744
ERZ8153470.839-NODE-839-length-19338-cov-6.568273	M00064	40.0	ADP-L-glycero-D-manno-heptose biosynthesis	Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism	K03272	K03274,K03273,K03271
ERZ8153470.839-NODE-839-length-19338-cov-6.568273	M00840	16.67	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01633	K14652,K22100,K00287,K13941,K22099
ERZ8153470.839-NODE-839-length-19338-cov-6.568273	M00126	10.0	Tetrahydrofolate biosynthesis, GTP => THF	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01633	K13941,K11754,K01495,K01077,K00287
ERZ8153470.840-NODE-840-length-19318-cov-10.717801	M00015	50.0	Proline biosynthesis, glutamate => proline	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K00286	K00931,K00147
ERZ8153470.840-NODE-840-length-19318-cov-10.717801	M00081	33.33	Pectin degradation	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01051	K01213,K01184
ERZ8153470.841-NODE-841-length-19287-cov-3.577527	M00345	33.33	Formaldehyde assimilation, ribulose monophosphate pathway	Pathway modules; Energy metabolism; Methane metabolism	K01624	K08093,K08094,K00850
ERZ8153470.841-NODE-841-length-19287-cov-3.577527	M00167	28.57	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Pathway modules; Energy metabolism; Carbon fixation	K01624	K01100,K01807,K00615,K03841
ERZ8153470.841-NODE-841-length-19287-cov-3.577527	M00344	25.0	Formaldehyde assimilation, xylulose monophosphate pathway	Pathway modules; Energy metabolism; Methane metabolism	K01624	K00863,K03841,K17100
ERZ8153470.841-NODE-841-length-19287-cov-3.577527	M00165	18.18	Reductive pentose phosphate cycle (Calvin cycle)	Pathway modules; Energy metabolism; Carbon fixation	K01624	K00927,K05298,K00855,K01807,K01601,K00615,K01100,K03841
ERZ8153470.841-NODE-841-length-19287-cov-3.577527	M00127	16.67	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00941	K00946,K00788,K03147
ERZ8153470.841-NODE-841-length-19287-cov-3.577527	M00001	11.11	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01624	K00927,K01810,K00844,K01803,K00850,K01689,K00873,K00134,K01834
ERZ8153470.841-NODE-841-length-19287-cov-3.577527	M00003	7.14	Gluconeogenesis, oxaloacetate => fructose-6P	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01624	K00927,K01596,K00134,K01803,K01689,K01834,K03841
ERZ8153470.844-NODE-844-length-19187-cov-6.504077	M00078	12.5	Heparan sulfate degradation	Pathway modules; Glycan metabolism; Glycosaminoglycan metabolism	K01205	K01136,K01137,K10532,K01217,K01195,K01565,K07964
ERZ8153470.846-NODE-846-length-19138-cov-7.479851	M00048	18.75	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	Pathway modules; Nucleotide metabolism; Purine metabolism	K01923,K01589,K01588	K00602,K00601,K11788,K01756,K01952,K00764,K01945
ERZ8153470.846-NODE-846-length-19138-cov-7.479851	M00127	16.67	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00788	K00946,K03147,K00941
ERZ8153470.847-NODE-847-length-19132-cov-6.621639	M00745	100.0	Imipenem resistance, repression of porin OprD	Signature modules; Gene set; Drug resistance	K07644,K07665	
ERZ8153470.847-NODE-847-length-19132-cov-6.621639	M00643	16.67	Multidrug resistance, efflux pump MexXY-OprM	Signature modules; Gene set; Drug resistance	K18139	K18095,K18129,K18094
ERZ8153470.847-NODE-847-length-19132-cov-6.621639	M00718	16.67	Multidrug resistance, efflux pump MexAB-OprM	Signature modules; Gene set; Drug resistance	K18139	K18131,K03585,K18138
ERZ8153470.848-NODE-848-length-19085-cov-11.558644	M00053	12.5	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	K21636	K00940,K01494,K00560,K00524,K00943,K01520
ERZ8153470.849-NODE-849-length-19042-cov-5.394112	M00011	20.0	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00174,K00175,K00177	K01676,K01903,K00236,K00234,K00026,K01902,K00237,K00235
ERZ8153470.849-NODE-849-length-19042-cov-5.394112	M00009	12.5	Citrate cycle (TCA cycle, Krebs cycle)	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00174,K00175,K00177	K00031,K01903,K00236,K00234,K01676,K00026,K01647,K01902,K00237,K01681,K00235
ERZ8153470.849-NODE-849-length-19042-cov-5.394112	M00620	10.71	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	Pathway modules; Energy metabolism; Carbon fixation	K00174,K00175,K00177	K00171,K01678,K00172,K00169,K00170,K01903,K00024,K01960,K18210,K01902,K18209,K00176,K01959,K01677
ERZ8153470.849-NODE-849-length-19042-cov-5.394112	M00173	10.0	Reductive citrate cycle (Arnon-Buchanan cycle)	Pathway modules; Energy metabolism; Carbon fixation	K00174,K00175,K00177	K15231,K00171,K00172,K00170,K00169,K01007,K01676,K00031,K01903,K01595,K00024,K01902,K00240,K01681,K00239,K15230
ERZ8153470.852-NODE-852-length-19012-cov-8.696524	M00368	33.33	Ethylene biosynthesis, methionine => ethylene	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K00789	K05933,K01762
ERZ8153470.852-NODE-852-length-19012-cov-8.696524	M00035	25.0	Methionine degradation	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K00789	K01697,K01251,K00558
ERZ8153470.852-NODE-852-length-19012-cov-8.696524	M00609	16.67	Cysteine biosynthesis, methionine => cysteine	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K00789	K07173,K17216,K17217,K17462,K01243
ERZ8153470.852-NODE-852-length-19012-cov-8.696524	M00846	14.29	Siroheme biosynthesis, glutamate => siroheme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01719	K01698,K02492,K01749,K01845,K02302,K01885
ERZ8153470.852-NODE-852-length-19012-cov-8.696524	M00034	12.5	Methionine salvage pathway	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K00789	K00797,K00899,K00815,K16054,K01611,K08963,K08967,K01243
